Law type,Year,Name,File name,Link,Cited_by
Union of India - Act,1994,"The Transplantation of Human Organs Act, 1994",..\SCRAP\LAW\TheTransplantationofHumanOrgansAct1994UnionofIndia-Act1994.md,https://indiankanoon.org/doc/1077635/,210
Union of India - Act,1994,"The Air Corporations (Transfer Of Undertakings And Repeal) Act, 1994",..\SCRAP\LAW\TheAirCorporationsTransferOfUndertakingsAndRepealAct1994UnionofIndia-Act1994.md,https://indiankanoon.org/doc/304853/,33
Union of India - Act,1994,"The Babasaheb Bhimrao Ambedkar University Act, 1994",..\SCRAP\LAW\TheBabasahebBhimraoAmbedkarUniversityAct1994UnionofIndia-Act1994.md,https://indiankanoon.org/doc/1691997/,13
Union of India - Act,1994,"The Kalakshetra Foundation Act, 1993",..\SCRAP\LAW\TheKalakshetraFoundationAct1993UnionofIndia-Act1994.md,https://indiankanoon.org/doc/1423933/,7
Union of India - Act,1995,"The Delhi Rent Act, 1995",..\SCRAP\LAW\TheDelhiRentAct1995UnionofIndia-Act1995.md,https://indiankanoon.org/doc/679372/,9131
Union of India - Act,1995,"The Building And Other Construction Workers 'welfare Cess Act, 1996",..\SCRAP\LAW\TheBuildingAndOtherConstructionWorkerswelfareCessAct1996UnionofIndia-Act1995.md,https://indiankanoon.org/doc/611977/,590
Union of India - Act,1995,"The National Legal Services Authority Rules, 1995",..\SCRAP\LAW\TheNationalLegalServicesAuthorityRules1995UnionofIndia-Act1995.md,https://indiankanoon.org/doc/188747449/,203
Union of India - Act,1995,"The Textile Undertakings (Nationalisation) Act, 1995",..\SCRAP\LAW\TheTextileUndertakingsNationalisationAct1995UnionofIndia-Act1995.md,https://indiankanoon.org/doc/1044174/,39
Union of India - Act,1995,"The National Environment Tribunal Act, 1995",..\SCRAP\LAW\TheNationalEnvironmentTribunalAct1995UnionofIndia-Act1995.md,https://indiankanoon.org/doc/113906201/,7
Union of India - Act,1995,"The Technology Development Board Act, 1995",..\SCRAP\LAW\TheTechnologyDevelopmentBoardAct1995UnionofIndia-Act1995.md,https://indiankanoon.org/doc/1515277/,15
Union of India - Act,1995,"The Wild Life (Protection) Rules, 1995",..\SCRAP\LAW\TheWildLifeProtectionRules1995UnionofIndia-Act1995.md,https://indiankanoon.org/doc/35246561/,6
Union of India - Act,1996,"The Persons With Disabilities (Equal Opportunities, Protection Of Rights And Full Participation) Act, 1995",..\SCRAP\LAW\ThePersonsWithDisabilitiesEqualOpportunitiesProtectionOfRightsAndFullParticipationAct1995UnionofIndia-Act1996.md,https://indiankanoon.org/doc/376202/,3201
Union of India - Act,1996,"The Finance Act, 1996",..\SCRAP\LAW\TheFinanceAct1996UnionofIndia-Act1996.md,https://indiankanoon.org/doc/104566/,2943
Union of India - Act,1996,"The Industrial Disputes (Amendment) Act,   1996",..\SCRAP\LAW\TheIndustrialDisputesAmendmentAct1996UnionofIndia-Act1996.md,https://indiankanoon.org/doc/858589/,532
Union of India - Act,1996,"The Building and Other Construction Workers (Regulation of Employment and Conditions of Service) Act, 1996",..\SCRAP\LAW\TheBuildingandOtherConstructionWorkersRegulationofEmploymentandConditionsofServiceAct1996UnionofIndia-Act1996.md,https://indiankanoon.org/doc/60564023/,309
Union of India - Act,1996,"The Appropriation (No. 5) Act,   1995",..\SCRAP\LAW\TheAppropriationNo.5Act1995UnionofIndia-Act1996.md,https://indiankanoon.org/doc/1152308/,141
Union of India - Act,1996,"The Employees' Provident Funds And Miscellaneous Provisions (Amendment) Act,   1996",..\SCRAP\LAW\TheEmployeesProvidentFundsAndMiscellaneousProvisionsAmendmentAct1996UnionofIndia-Act1996.md,https://indiankanoon.org/doc/511573/,31
Union of India - Act,1996,"The Representation Of The People (Amendment) Act,   1996",..\SCRAP\LAW\TheRepresentationOfThePeopleAmendmentAct1996UnionofIndia-Act1996.md,https://indiankanoon.org/doc/1385811/,24
Union of India - Act,1997,"The National Environment Appellate Authority Act, 1997",..\SCRAP\LAW\TheNationalEnvironmentAppellateAuthorityAct1997UnionofIndia-Act1997.md,https://indiankanoon.org/doc/79225559/,40
Union of India - Act,1997,"The Maulana Azad National Urdu University Act, 1996",..\SCRAP\LAW\TheMaulanaAzadNationalUrduUniversityAct1996UnionofIndia-Act1997.md,https://indiankanoon.org/doc/678206/,16
Union of India - Act,1997,"The Industrial Reconstruction Bank (Transfer of Undertakings and Repeal) Act, 1997",..\SCRAP\LAW\TheIndustrialReconstructionBankTransferofUndertakingsandRepealAct1997UnionofIndia-Act1997.md,https://indiankanoon.org/doc/1563275/,3
Union of India - Act,1997,"The Dock Workers (Regulation Of Employment) (Inapplicability To Major Ports) Act, 1997",..\SCRAP\LAW\TheDockWorkersRegulationOfEmploymentInapplicabilityToMajorPortsAct1997UnionofIndia-Act1997.md,https://indiankanoon.org/doc/737459/,6
Union of India - Act,1997,"The Rice-Milling Industry (Regulation) Repeal Act, 1997",..\SCRAP\LAW\TheRice-MillingIndustryRegulationRepealAct1997UnionofIndia-Act1997.md,https://indiankanoon.org/doc/618097/,4
Union of India - Act,1997,"The Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya Act, 1996",..\SCRAP\LAW\TheMahatmaGandhiAntarrashtriyaHindiVishwavidyalayaAct1996UnionofIndia-Act1997.md,https://indiankanoon.org/doc/1987848/,2
Union of India - Act,1997,"The Public Records Rules, 1997",..\SCRAP\LAW\ThePublicRecordsRules1997UnionofIndia-Act1997.md,https://indiankanoon.org/doc/147509296/,1
Union of India - Act,1997,"The National Council For Teacher Education Rules, 1997",..\SCRAP\LAW\TheNationalCouncilForTeacherEducationRules1997UnionofIndia-Act1997.md,https://indiankanoon.org/doc/128814785/,0
Union of India - Act,1997,"National Housing Bank (Officers') Service Regulations, 1997",..\SCRAP\LAW\NationalHousingBankOfficersServiceRegulations1997UnionofIndia-Act1997.md,https://indiankanoon.org/doc/133006967/,0
Union of India - Act,1998,"The Electricity Regulatory Commissions Act, 1998",..\SCRAP\LAW\TheElectricityRegulatoryCommissionsAct1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/1056287/,539
Union of India - Act,1998,"The Lotteries (Regulation) Act, 1998",..\SCRAP\LAW\TheLotteriesRegulationAct1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/296358/,195
Union of India - Act,1998,"The National Institute Of Pharmaceutical Education And Research Act,1998",..\SCRAP\LAW\TheNationalInstituteOfPharmaceuticalEducationAndResearchAct1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/398630/,13
Union of India - Act,1998,"The Redressal Of Public Grievances Rules, 1998",..\SCRAP\LAW\TheRedressalOfPublicGrievancesRules1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/89548124/,1
Union of India - Act,1998,"The Courier Imports and Exports (Clearance) Regulations, 1998",..\SCRAP\LAW\TheCourierImportsandExportsClearanceRegulations1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/169183460/,1
Union of India - Act,1998,"The Building And Other Construction Workers '(Regulation Of Employment And Conditions Of Service) Central Rules, 1998",..\SCRAP\LAW\TheBuildingAndOtherConstructionWorkersRegulationOfEmploymentAndConditionsOfServiceCentralRules1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/49335675/,0
Union of India - Act,1998,"The Merchant Shipping (Standards of Training, Certification and Watchkeeping for Seafarers) Rules, 1998",..\SCRAP\LAW\TheMerchantShippingStandardsofTrainingCertificationandWatchkeepingforSeafarersRules1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/7136787/,0
Union of India - Act,1998,"Ministry Of Industry, Khadi And Village Industries Commission Group `A' And Group `B' Posts Recruitment Rules, 1998",..\SCRAP\LAW\MinistryOfIndustryKhadiAndVillageIndustriesCommissionGroupAAndGroupBPostsRecruitmentRules1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/158414506/,0
Union of India - Act,1998,"The Bio-Medical Waste (Management And Handling) Rules, 1998",..\SCRAP\LAW\TheBio-MedicalWasteManagementAndHandlingRules1998UnionofIndia-Act1998.md,https://indiankanoon.org/doc/69565448/,0
Union of India - Act,1999,"The Trade Marks Act, 1999",..\SCRAP\LAW\TheTradeMarksAct1999UnionofIndia-Act1999.md,https://indiankanoon.org/doc/1017213/,3929
Union of India - Act,1999,"The Urban land (Ceiling and Regulation) Repeal Act, 1999",..\SCRAP\LAW\TheUrbanlandCeilingandRegulationRepealAct1999UnionofIndia-Act1999.md,https://indiankanoon.org/doc/122259024/,723
Union of India - Act,1999,"The Insurance Regulatory and Development Authority Act, 1999",..\SCRAP\LAW\TheInsuranceRegulatoryandDevelopmentAuthorityAct1999UnionofIndia-Act1999.md,https://indiankanoon.org/doc/513196/,281
Union of India - Act,1999,"The Geographical Indications Of Goods (Registration And Protection) Act, 1999",..\SCRAP\LAW\TheGeographicalIndicationsOfGoodsRegistrationAndProtectionAct1999UnionofIndia-Act1999.md,https://indiankanoon.org/doc/1463915/,44
Union of India - Act,1999,"International Copyright Order, 1999",..\SCRAP\LAW\InternationalCopyrightOrder1999UnionofIndia-Act1999.md,https://indiankanoon.org/doc/189439214/,5
Union of India - Act,1999,"The Central Industrial Security Force (Amendment and Validation) Act, 1999",..\SCRAP\LAW\TheCentralIndustrialSecurityForceAmendmentandValidationAct1999UnionofIndia-Act1999.md,https://indiankanoon.org/doc/1186941/,4
Union of India - Act,1999,"The Delhi Development Authority (Validation Of Disciplinary Powers) Act, 1998",..\SCRAP\LAW\TheDelhiDevelopmentAuthorityValidationOfDisciplinaryPowersAct1998UnionofIndia-Act1999.md,https://indiankanoon.org/doc/876049/,5
Union of India - Act,1999,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999",..\SCRAP\LAW\TheNationalTrustforWelfareofPersonswithAutismCerebralPalsyMentalRetardationandMultipleDisabilitiesAct1999UnionofIndia-Act1999.md,https://indiankanoon.org/doc/1218879/,2
Union of India - Act,1999,"The Leaders And Chief Whips Of Recognized Parties And Groups In Parliament (Facilities) Act, 1998",..\SCRAP\LAW\TheLeadersAndChiefWhipsOfRecognizedPartiesAndGroupsInParliamentFacilitiesAct1998UnionofIndia-Act1999.md,https://indiankanoon.org/doc/80115/,1
Union of India - Act,2000,"The Information Technology Act, 2000",..\SCRAP\LAW\TheInformationTechnologyAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1965344/,4434
Union of India - Act,2000,"Bihar Reorganisation Act, 2000",..\SCRAP\LAW\BiharReorganisationAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1054471/,905
Union of India - Act,2000,"The Motor Vehicles (Amendment) Act, 2000",..\SCRAP\LAW\TheMotorVehiclesAmendmentAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1470394/,813
Union of India - Act,2000,"The Companies (Amendment) Act,   2000",..\SCRAP\LAW\TheCompaniesAmendmentAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/498296/,249
Union of India - Act,2000,"THE UTTAR PRADESH REORGANISATION ACT, 2000",..\SCRAP\LAW\THEUTTARPRADESHREORGANISATIONACT2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1951730/,146
Union of India - Act,2000,"The Workmen's  Compensation (Amendment) Act,  2000",..\SCRAP\LAW\TheWorkmensCompensationAmendmentAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1018921/,134
Union of India - Act,2000,"The Madhya Pradesh Reorganisation Act, 2000",..\SCRAP\LAW\TheMadhyaPradeshReorganisationAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1407416/,100
Union of India - Act,2000,"The Mizoram University Act, 2000",..\SCRAP\LAW\TheMizoramUniversityAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1055865/,14
Union of India - Act,2000,"The Cable Television Networks (Regulation) Amendment Act, 2000",..\SCRAP\LAW\TheCableTelevisionNetworksRegulationAmendmentAct2000UnionofIndia-Act2000.md,https://indiankanoon.org/doc/1641012/,10
Union of India - Act,2001,"The Marriage Laws (Amendment) Act,   2001",..\SCRAP\LAW\TheMarriageLawsAmendmentAct2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/1368282/,592
Union of India - Act,2001,"The Designs Act, 2000",..\SCRAP\LAW\TheDesignsAct2000UnionofIndia-Act2001.md,https://indiankanoon.org/doc/931654/,475
Union of India - Act,2001,"The Companies (Amendment) Act,   2001",..\SCRAP\LAW\TheCompaniesAmendmentAct2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/1843514/,450
Union of India - Act,2001,"The Registration And Other Related Laws (Amendment) Act,   2001",..\SCRAP\LAW\TheRegistrationAndOtherRelatedLawsAmendmentAct2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/6594/,214
Union of India - Act,2001,"The Central Sales Tax (Amendment) Act,   2001",..\SCRAP\LAW\TheCentralSalesTaxAmendmentAct2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/191123/,165
Union of India - Act,2001,"The Appropriation (No. 3) Act,   2001",..\SCRAP\LAW\TheAppropriationNo.3Act2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/1174063/,171
Union of India - Act,2001,"The Indian Medical Council (Amendment) Act,   2001",..\SCRAP\LAW\TheIndianMedicalCouncilAmendmentAct2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/1109820/,166
Union of India - Act,2001,"The Protection Of Plant Varieties And Farmers’ Rights Act, 2001",..\SCRAP\LAW\TheProtectionOfPlantVarietiesAndFarmersRightsAct2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/1186622/,83
Union of India - Act,2001,"The Repealing And Amending Act, 2001 Act",..\SCRAP\LAW\TheRepealingAndAmendingAct2001ActUnionofIndia-Act2001.md,https://indiankanoon.org/doc/1170410/,67
Union of India - Act,2001,"The Narcotic Drugs And Psychotropic Substances (Amendment) Act,   2001",..\SCRAP\LAW\TheNarcoticDrugsAndPsychotropicSubstancesAmendmentAct2001UnionofIndia-Act2001.md,https://indiankanoon.org/doc/1997854/,120
Union of India - Act,2002,"The Securitisation And Reconstruction Of Financial Assets And Enforcement Of Security Interest Act, 2002",..\SCRAP\LAW\TheSecuritisationAndReconstructionOfFinancialAssetsAndEnforcementOfSecurityInterestAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/52229129/,39875
Union of India - Act,2002,"The Multi-State Co-Operative Societies Act, 2002",..\SCRAP\LAW\TheMulti-StateCo-OperativeSocietiesAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/1123621/,1072
Union of India - Act,2002,"The Code Of Civil Procedure (Amendment) Act,   2002",..\SCRAP\LAW\TheCodeOfCivilProcedureAmendmentAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/206650/,1563
Union of India - Act,2002,"The Security Interest (Enforcement) Rules, 2002",..\SCRAP\LAW\TheSecurityInterestEnforcementRules2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/198257891/,851
Union of India - Act,2002,"The Insurance (Amendment) Act,   2002",..\SCRAP\LAW\TheInsuranceAmendmentAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/1210757/,726
Union of India - Act,2002,"The Prevention Of Terrorism Act, 2002",..\SCRAP\LAW\ThePreventionOfTerrorismAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/1778/,412
Union of India - Act,2002,"The Delimitation Act, 2002",..\SCRAP\LAW\TheDelimitationAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/355944/,314
Union of India - Act,2002,"The Negotiable Instruments (Amendment And Miscellaneous Provisions) Act,   2002",..\SCRAP\LAW\TheNegotiableInstrumentsAmendmentAndMiscellaneousProvisionsAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/1499382/,327
Union of India - Act,2002,"The Consumer Protection (Amendment) Act,   2002",..\SCRAP\LAW\TheConsumerProtectionAmendmentAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/1819218/,171
Union of India - Act,2002,"The Indian Succession (Amendment) Act,   2002",..\SCRAP\LAW\TheIndianSuccessionAmendmentAct2002UnionofIndia-Act2002.md,https://indiankanoon.org/doc/1529594/,128
Union of India - Act,2003,"The Electricity Act, 2003",..\SCRAP\LAW\TheElectricityAct2003UnionofIndia-Act2003.md,https://indiankanoon.org/doc/177537342/,19033
Union of India - Act,2003,"The Competition Act, 2002",..\SCRAP\LAW\TheCompetitionAct2002UnionofIndia-Act2003.md,https://indiankanoon.org/doc/1113485/,3403
Union of India - Act,2003,"The Electricity (Amendment) Act,   2003",..\SCRAP\LAW\TheElectricityAmendmentAct2003UnionofIndia-Act2003.md,https://indiankanoon.org/doc/2077/,1717
Union of India - Act,2003,"Control of National Highways Land and Traffic) Act, 2002",..\SCRAP\LAW\ControlofNationalHighwaysLandandTrafficAct2002UnionofIndia-Act2003.md,https://indiankanoon.org/doc/151348/,237
Union of India - Act,2003,"The Central Vigilance Commission Act, 2003",..\SCRAP\LAW\TheCentralVigilanceCommissionAct2003UnionofIndia-Act2003.md,https://indiankanoon.org/doc/1166317/,133
Union of India - Act,2003,"The Freedom Of Information Act, 2002",..\SCRAP\LAW\TheFreedomOfInformationAct2002UnionofIndia-Act2003.md,https://indiankanoon.org/doc/411331/,139
Union of India - Act,2003,"National Charter For Children, 2003",..\SCRAP\LAW\NationalCharterForChildren2003UnionofIndia-Act2003.md,https://indiankanoon.org/doc/24598525/,186
Union of India - Act,2003,"The Railways (Amendment) Act,   2003",..\SCRAP\LAW\TheRailwaysAmendmentAct2003UnionofIndia-Act2003.md,https://indiankanoon.org/doc/436515/,163
Union of India - Act,2003,"The Transfer Of Property (Amendment) Act,   2002",..\SCRAP\LAW\TheTransferOfPropertyAmendmentAct2002UnionofIndia-Act2003.md,https://indiankanoon.org/doc/170080/,136
Union of India - Act,2004,"The Biological Diversity Rules, 2004",..\SCRAP\LAW\TheBiologicalDiversityRules2004UnionofIndia-Act2004.md,https://indiankanoon.org/doc/195648772/,307
Union of India - Act,2004,"The Citizenship (Amendment) Act,   2003",..\SCRAP\LAW\TheCitizenshipAmendmentAct2003UnionofIndia-Act2004.md,https://indiankanoon.org/doc/949775/,380
Union of India - Act,2004,"The National Commission For Minority Educational Institutions Act, 2004",..\SCRAP\LAW\TheNationalCommissionForMinorityEducationalInstitutionsAct2004UnionofIndia-Act2004.md,https://indiankanoon.org/doc/1361927/,206
Union of India - Act,2004,"The Sick Industrial Companies (Special Provisions) Repeal Act, 2003",..\SCRAP\LAW\TheSickIndustrialCompaniesSpecialProvisionsRepealAct2003UnionofIndia-Act2004.md,https://indiankanoon.org/doc/1644588/,103
Union of India - Act,2004,"THE FOREIGNERS (AMENDMENT) ACT, 2004",..\SCRAP\LAW\THEFOREIGNERSAMENDMENTACT2004UnionofIndia-Act2004.md,https://indiankanoon.org/doc/1667568/,96
Union of India - Act,2004,"The Parliament (Prevention Of Disqualification) Act, 1959",..\SCRAP\LAW\TheParliamentPreventionOfDisqualificationAct1959UnionofIndia-Act2004.md,https://indiankanoon.org/doc/379510/,28
Union of India - Act,2004,"The Prevention of Terrorism (Repeal) Act, 2004",..\SCRAP\LAW\ThePreventionofTerrorismRepealAct2004UnionofIndia-Act2004.md,https://indiankanoon.org/doc/1229894/,25
Union of India - Act,2004,"THE REPRESENTATION OF THE PEOPLE (SECOND AMENDMENT) ACT, 2003",..\SCRAP\LAW\THEREPRESENTATIONOFTHEPEOPLESECONDAMENDMENTACT2003UnionofIndia-Act2004.md,https://indiankanoon.org/doc/252874/,14
Union of India - Act,2004,"The Prevention Of Terrorism (Amendment) Act,   2003",..\SCRAP\LAW\ThePreventionOfTerrorismAmendmentAct2003UnionofIndia-Act2004.md,https://indiankanoon.org/doc/503019/,8
Union of India - Act,2004,"The Uttar Pradesh Reorganisation (Amendment) Act, 2003",..\SCRAP\LAW\TheUttarPradeshReorganisationAmendmentAct2003UnionofIndia-Act2004.md,https://indiankanoon.org/doc/92557642/,3
Union of India - Act,2005,"The Right to Information Act, 2005",..\SCRAP\LAW\TheRighttoInformationAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/671631/,176415
Union of India - Act,2005,"The Protection of Women from Domestic Violence Act, 2005",..\SCRAP\LAW\TheProtectionofWomenfromDomesticViolenceAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/542601/,22423
Union of India - Act,2005,"The Disaster Management Act, 2005",..\SCRAP\LAW\TheDisasterManagementAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/1166740/,3286
Union of India - Act,2005,"The Mahatma Gandhi National Rural Employment Guarantee Act, 2005",..\SCRAP\LAW\TheMahatmaGandhiNationalRuralEmploymentGuaranteeAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/137942173/,904
Union of India - Act,2005,"The Manipur University Act, 2005",..\SCRAP\LAW\TheManipurUniversityAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/157062/,337
Union of India - Act,2005,"The Taxation Laws (Amendment) Act,   2005",..\SCRAP\LAW\TheTaxationLawsAmendmentAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/1474739/,327
Union of India - Act,2005,"The National Tax Tribunal Act, 2005",..\SCRAP\LAW\TheNationalTaxTribunalAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/1850110/,76
Union of India - Act,2005,"The University Of Allahabad Act, 2005",..\SCRAP\LAW\TheUniversityOfAllahabadAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/643474/,53
Union of India - Act,2005,"The Coastal Aquaculture Authority Act, 2005",..\SCRAP\LAW\TheCoastalAquacultureAuthorityAct2005UnionofIndia-Act2005.md,https://indiankanoon.org/doc/948969/,59
Union of India - Act,2006,"The Criminal Law (Amendment) Act,   2005",..\SCRAP\LAW\TheCriminalLawAmendmentAct2005UnionofIndia-Act2006.md,https://indiankanoon.org/doc/1732853/,16187
Union of India - Act,2006,"The Food Safety And Standards Act, 2006",..\SCRAP\LAW\TheFoodSafetyAndStandardsAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/1766145/,3739
Union of India - Act,2006,"The Micro, Small And Medium Enterprises Development Act, 2006",..\SCRAP\LAW\TheMicroSmallAndMediumEnterprisesDevelopmentAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/352833/,1685
Union of India - Act,2006,"The Taxation Laws (Amendment) Act, 2006",..\SCRAP\LAW\TheTaxationLawsAmendmentAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/1994044/,1944
Union of India - Act,2006,"The Cantonments Act, 2006",..\SCRAP\LAW\TheCantonmentsAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/229158/,721
Union of India - Act,2006,"The Commissions For Protection Of Child Rights Act, 2005",..\SCRAP\LAW\TheCommissionsForProtectionOfChildRightsAct2005UnionofIndia-Act2006.md,https://indiankanoon.org/doc/506243/,487
Union of India - Act,2006,"The Scheduled Tribes And Other Traditional Forest Dwellers (Recognition Of Forest Rights) Act, 2006",..\SCRAP\LAW\TheScheduledTribesAndOtherTraditionalForestDwellersRecognitionOfForestRightsAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/121302/,485
Union of India - Act,2006,"The Companies (Amendment) Act,   2006",..\SCRAP\LAW\TheCompaniesAmendmentAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/228942/,261
Union of India - Act,2006,"The Petroleum And Natural Gas Regulatory Board Act, 2006",..\SCRAP\LAW\ThePetroleumAndNaturalGasRegulatoryBoardAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/4145/,157
Union of India - Act,2006,"The Assam Rifles Act, 2006",..\SCRAP\LAW\TheAssamRiflesAct2006UnionofIndia-Act2006.md,https://indiankanoon.org/doc/941127/,67
Union of India - Act,2007,"The English And Foreign Languages University Act, 2006",..\SCRAP\LAW\TheEnglishAndForeignLanguagesUniversityAct2006UnionofIndia-Act2007.md,https://indiankanoon.org/doc/1003813/,2424
Union of India - Act,2007,"The Prohibition of Child Marriage Act, 2006",..\SCRAP\LAW\TheProhibitionofChildMarriageAct2006UnionofIndia-Act2007.md,https://indiankanoon.org/doc/790355/,1093
Union of India - Act,2007,"The Armed Forces Tribunal Act, 2007",..\SCRAP\LAW\TheArmedForcesTribunalAct2007UnionofIndia-Act2007.md,https://indiankanoon.org/doc/50690063/,1149
Union of India - Act,2007,"The Carriage By Road Act, 2007",..\SCRAP\LAW\TheCarriageByRoadAct2007UnionofIndia-Act2007.md,https://indiankanoon.org/doc/53171702/,131
Union of India - Act,2007,"The Central Educational Institutions (Reservation In Admission) Act, 2006",..\SCRAP\LAW\TheCentralEducationalInstitutionsReservationInAdmissionAct2006UnionofIndia-Act2007.md,https://indiankanoon.org/doc/170384168/,128
Union of India - Act,2007,"The Tripura University Act, 2006",..\SCRAP\LAW\TheTripuraUniversityAct2006UnionofIndia-Act2007.md,https://indiankanoon.org/doc/1585741/,37
Union of India - Act,2007,"THE SIKKIM UNIVERSITY ACT, 2006",..\SCRAP\LAW\THESIKKIMUNIVERSITYACT2006UnionofIndia-Act2007.md,https://indiankanoon.org/doc/198778412/,35
Union of India - Act,2008,"The National Investigation Agency Act, 2008",..\SCRAP\LAW\TheNationalInvestigationAgencyAct2008UnionofIndia-Act2008.md,https://indiankanoon.org/doc/51730711/,916
Union of India - Act,2008,"The Airports Economic Regulatory Authority Of India Act, 2008",..\SCRAP\LAW\TheAirportsEconomicRegulatoryAuthorityOfIndiaAct2008UnionofIndia-Act2008.md,https://indiankanoon.org/doc/55952183/,49
Union of India - Act,2008,"The Unorganised Workers’ Social Security Act, 2008",..\SCRAP\LAW\TheUnorganisedWorkersSocialSecurityAct2008UnionofIndia-Act2008.md,https://indiankanoon.org/doc/28049987/,43
Union of India - Act,2008,"The Explosives Rules, 2008",..\SCRAP\LAW\TheExplosivesRules2008UnionofIndia-Act2008.md,https://indiankanoon.org/doc/60892116/,19
Union of India - Act,2008,"The Indian Maritime University Act, 2008.",..\SCRAP\LAW\TheIndianMaritimeUniversityAct2008.UnionofIndia-Act2008.md,https://indiankanoon.org/doc/166012062/,23
Union of India - Act,2008,"The Jawaharlal Institute Of Post-Graduate Medical Education And Research, Puducherry Act, 2008",..\SCRAP\LAW\TheJawaharlalInstituteOfPost-GraduateMedicalEducationAndResearchPuducherryAct2008UnionofIndia-Act2008.md,https://indiankanoon.org/doc/82918187/,8
Union of India - Act,2008,"Industrial Park  Scheme, 2008",..\SCRAP\LAW\IndustrialParkScheme2008UnionofIndia-Act2008.md,https://indiankanoon.org/doc/45853344/,3
Union of India - Act,2008,"Dispute Resolution Scheme Rules, 2008",..\SCRAP\LAW\DisputeResolutionSchemeRules2008UnionofIndia-Act2008.md,https://indiankanoon.org/doc/15317322/,5
Union of India - Act,2008,"The Scheduled Tribes and Other Traditional Forest Dwellers (Recognition of Forest Rights) Rules, 2007",..\SCRAP\LAW\TheScheduledTribesandOtherTraditionalForestDwellersRecognitionofForestRightsRules2007UnionofIndia-Act2008.md,https://indiankanoon.org/doc/64201780/,1
Union of India - Act,2009,"The Right of Children to Free and Compulsory Education Act, 2009",..\SCRAP\LAW\TheRightofChildrentoFreeandCompulsoryEducationAct2009UnionofIndia-Act2009.md,https://indiankanoon.org/doc/30032725/,4969
Union of India - Act,2009,"The Limited Liability Partnership Act, 2008",..\SCRAP\LAW\TheLimitedLiabilityPartnershipAct2008UnionofIndia-Act2009.md,https://indiankanoon.org/doc/161391573/,360
Union of India - Act,2009,"The Aadhaar (Authentication) Regulations, 2016",..\SCRAP\LAW\TheAadhaarAuthenticationRegulations2016UnionofIndia-Act2009.md,https://indiankanoon.org/doc/47062758/,58
Union of India - Act,2009,"The Collection of Statistics Act, 2008",..\SCRAP\LAW\TheCollectionofStatisticsAct2008UnionofIndia-Act2009.md,https://indiankanoon.org/doc/1501815/,28
