Law type,Year,Name,File name,Link,Cited_by
Union of India - Act,2009,"The National Capital Territory Of Delhi Laws (Special Provisions) Second Act, 2009",..\SCRAP\LAW\TheNationalCapitalTerritoryOfDelhiLawsSpecialProvisionsSecondAct2009UnionofIndia-Act2009.md,https://indiankanoon.org/doc/73993538/,23
Union of India - Act,2009,"The Citizenship Rules, 2009",..\SCRAP\LAW\TheCitizenshipRules2009UnionofIndia-Act2009.md,https://indiankanoon.org/doc/167449186/,4
Union of India - Act,2009,"The National Jute Board Act, 2008",..\SCRAP\LAW\TheNationalJuteBoardAct2008UnionofIndia-Act2009.md,https://indiankanoon.org/doc/192104973/,5
Union of India - Act,2009,The First Statutes of the National Institutes of Technology,..\SCRAP\LAW\TheFirstStatutesoftheNationalInstitutesofTechnologyUnionofIndia-Act2009.md,https://indiankanoon.org/doc/48009457/,2
Union of India - Act,2010,"The Legal Metrology Act, 2009",..\SCRAP\LAW\TheLegalMetrologyAct2009UnionofIndia-Act2010.md,https://indiankanoon.org/doc/122504373/,308
Union of India - Act,2010,"The Nalanda University Act, 2010",..\SCRAP\LAW\TheNalandaUniversityAct2010UnionofIndia-Act2010.md,https://indiankanoon.org/doc/191369233/,7
Union of India - Act,2010,"The Right of Children to Free and Compulsory Education Rules, 2010",..\SCRAP\LAW\TheRightofChildrentoFreeandCompulsoryEducationRules2010UnionofIndia-Act2010.md,https://indiankanoon.org/doc/44657711/,10
Union of India - Act,2010,"The Civil Liability For Nuclear Damage Act, 2010",..\SCRAP\LAW\TheCivilLiabilityForNuclearDamageAct2010UnionofIndia-Act2010.md,https://indiankanoon.org/doc/191510171/,13
Union of India - Act,2010,"The Lotteries (Regulation) Rules, 2010",..\SCRAP\LAW\TheLotteriesRegulationRules2010UnionofIndia-Act2010.md,https://indiankanoon.org/doc/98591002/,2
Union of India - Act,2010,"The Assam Rifles Rules, 2010",..\SCRAP\LAW\TheAssamRiflesRules2010UnionofIndia-Act2010.md,https://indiankanoon.org/doc/138152665/,0
Union of India - Act,2010,"The Limited Liability Partnership (Winding up and Dissolution) Rules, 2010",..\SCRAP\LAW\TheLimitedLiabilityPartnershipWindingupandDissolutionRules2010UnionofIndia-Act2010.md,https://indiankanoon.org/doc/100861410/,0
Union of India - Act,2010,"The Cochin Port Trust Employees (Recruitment, Seniority, and Promotion) Regulations, 2010",..\SCRAP\LAW\TheCochinPortTrustEmployeesRecruitmentSeniorityandPromotionRegulations2010UnionofIndia-Act2010.md,https://indiankanoon.org/doc/68225988/,0
Union of India - Act,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Act, 2011",..\SCRAP\LAW\TheNationalCapitalTerritoryofDelhiLawsSpecialProvisionsAct2011UnionofIndia-Act2011.md,https://indiankanoon.org/doc/18883584/,67
Union of India - Act,2011,"The Customs (Amendment And Validation) Act, 2011",..\SCRAP\LAW\TheCustomsAmendmentAndValidationAct2011UnionofIndia-Act2011.md,https://indiankanoon.org/doc/182308731/,92
Union of India - Act,2011,"The Food Safety and Standards Rules, 2011",..\SCRAP\LAW\TheFoodSafetyandStandardsRules2011UnionofIndia-Act2011.md,https://indiankanoon.org/doc/144232070/,18
Union of India - Act,2011,"The Bangalore Metro Railway (General) Rules, 2011",..\SCRAP\LAW\TheBangaloreMetroRailwayGeneralRules2011UnionofIndia-Act2011.md,https://indiankanoon.org/doc/139536093/,0
Union of India - Act,2011,"The Paradip Port Trust Employees (Recruitment, Seniority and Promotion) Regulations, 2011",..\SCRAP\LAW\TheParadipPortTrustEmployeesRecruitmentSeniorityandPromotionRegulations2011UnionofIndia-Act2011.md,https://indiankanoon.org/doc/42636925/,0
Union of India - Act,2012,"Finance Act, 2012",..\SCRAP\LAW\FinanceAct2012UnionofIndia-Act2012.md,https://indiankanoon.org/doc/26112980/,4609
Union of India - Act,2012,"The Copyright (Amendment) Act, 2012",..\SCRAP\LAW\TheCopyrightAmendmentAct2012UnionofIndia-Act2012.md,https://indiankanoon.org/doc/53984144/,501
Union of India - Act,2012,"Right to Information Rules, 2012",..\SCRAP\LAW\RighttoInformationRules2012UnionofIndia-Act2012.md,https://indiankanoon.org/doc/103572632/,33
Union of India - Act,2012,"The Factoring Regulation Act, 2011",..\SCRAP\LAW\TheFactoringRegulationAct2011UnionofIndia-Act2012.md,https://indiankanoon.org/doc/27728651/,21
Union of India - Act,2012,"The Academy Of Scientific And Innovative Research Act, 2011",..\SCRAP\LAW\TheAcademyOfScientificAndInnovativeResearchAct2011UnionofIndia-Act2012.md,https://indiankanoon.org/doc/98922150/,3
Union of India - Act,2012,"The Rajiv Gandhi National Institute of Youth Development Act, 2012",..\SCRAP\LAW\TheRajivGandhiNationalInstituteofYouthDevelopmentAct2012UnionofIndia-Act2012.md,https://indiankanoon.org/doc/88542141/,1
Union of India - Act,2012,"The Protection of Children from Sexual Offences Rules, 2012",..\SCRAP\LAW\TheProtectionofChildrenfromSexualOffencesRules2012UnionofIndia-Act2012.md,https://indiankanoon.org/doc/11383442/,1
Union of India - Act,2012,"The National Institute Of Mental Health And Neuro-Sciences, Bangalore Act, 2012",..\SCRAP\LAW\TheNationalInstituteOfMentalHealthAndNeuro-SciencesBangaloreAct2012UnionofIndia-Act2012.md,https://indiankanoon.org/doc/123038293/,2
Union of India - Act,2013,"The National Food Security Act, 2013",..\SCRAP\LAW\TheNationalFoodSecurityAct2013UnionofIndia-Act2013.md,https://indiankanoon.org/doc/193125601/,971
Union of India - Act,2013,"Prevention of Money-Laundering (Amendment) Act, 2012",..\SCRAP\LAW\PreventionofMoney-LaunderingAmendmentAct2012UnionofIndia-Act2013.md,https://indiankanoon.org/doc/109078369/,39
Union of India - Act,2013,"The Sexual Harassment Of Women At Workplace (Prevention, Prohibition And Redressal) Act, 2013",..\SCRAP\LAW\TheSexualHarassmentOfWomenAtWorkplacePreventionProhibitionAndRedressalAct2013UnionofIndia-Act2013.md,https://indiankanoon.org/doc/35616442/,9
Union of India - Act,2013,"The Customs Brokers Licensing Regulations, 2013",..\SCRAP\LAW\TheCustomsBrokersLicensingRegulations2013UnionofIndia-Act2013.md,https://indiankanoon.org/doc/85414772/,3
Union of India - Act,2013,"THE PARLIAMENT (PREVENTION OF DISQUALIFICATION) AMENDMENT ACT, 2013",..\SCRAP\LAW\THEPARLIAMENTPREVENTIONOFDISQUALIFICATIONAMENDMENTACT2013UnionofIndia-Act2013.md,https://indiankanoon.org/doc/59599936/,3
Union of India - Act,2013,"The Constitution (Scheduled Tribes) Order (Amendment) Act, 2013",..\SCRAP\LAW\TheConstitutionScheduledTribesOrderAmendmentAct2013UnionofIndia-Act2013.md,https://indiankanoon.org/doc/175935203/,3
Union of India - Act,2014,"Finance (No. 2) Act, 2014",..\SCRAP\LAW\FinanceNo.2Act2014UnionofIndia-Act2014.md,https://indiankanoon.org/doc/155465046/,1270
Union of India - Act,2014,"The Street Vendors (Protection of Livelihood and Regulation of Street Vending) Act, 2014",..\SCRAP\LAW\TheStreetVendorsProtectionofLivelihoodandRegulationofStreetVendingAct2014UnionofIndia-Act2014.md,https://indiankanoon.org/doc/188964539/,1621
Union of India - Act,2014,"Supreme Court Rules, 2013",..\SCRAP\LAW\SupremeCourtRules2013UnionofIndia-Act2014.md,https://indiankanoon.org/doc/45279932/,121
Union of India - Act,2014,"The National Judicial Appointments Commission Act, 2014",..\SCRAP\LAW\TheNationalJudicialAppointmentsCommissionAct2014UnionofIndia-Act2014.md,https://indiankanoon.org/doc/142995521/,93
Union of India - Act,2014,"The Indian Institutes of Information Technology Act, 2014",..\SCRAP\LAW\TheIndianInstitutesofInformationTechnologyAct2014UnionofIndia-Act2014.md,https://indiankanoon.org/doc/49769067/,24
Union of India - Act,2014,"The Passport (Entry Into India) Rules, 1950",..\SCRAP\LAW\ThePassportEntryIntoIndiaRules1950UnionofIndia-Act2014.md,https://indiankanoon.org/doc/185158885/,8
Union of India - Act,2014,"National Institute of Design Act, 2014",..\SCRAP\LAW\NationalInstituteofDesignAct2014UnionofIndia-Act2014.md,https://indiankanoon.org/doc/197655827/,6
Union of India - Act,2014,"The Rani Lakshmi Bai Central Agricultural University Act, 2014",..\SCRAP\LAW\TheRaniLakshmiBaiCentralAgriculturalUniversityAct2014UnionofIndia-Act2014.md,https://indiankanoon.org/doc/93383077/,1
Union of India - Act,2015,"THE COMMERCIAL COURTS ACT, 2015",..\SCRAP\LAW\THECOMMERCIALCOURTSACT2015UnionofIndia-Act2015.md,https://indiankanoon.org/doc/24236663/,6613
Union of India - Act,2015,"The Juvenile Justice (Care and Protection of Children) Act, 2015",..\SCRAP\LAW\TheJuvenileJusticeCareandProtectionofChildrenAct2015UnionofIndia-Act2015.md,https://indiankanoon.org/doc/9677640/,2932
Union of India - Act,2015,"Finance Act, 2015",..\SCRAP\LAW\FinanceAct2015UnionofIndia-Act2015.md,https://indiankanoon.org/doc/150547062/,1701
Union of India - Act,2015,"The Repealing and Amending Act, 2015",..\SCRAP\LAW\TheRepealingandAmendingAct2015UnionofIndia-Act2015.md,https://indiankanoon.org/doc/18641578/,134
Union of India - Act,2015,"The Repealing and Amending (Second) Act, 2015",..\SCRAP\LAW\TheRepealingandAmendingSecondAct2015UnionofIndia-Act2015.md,https://indiankanoon.org/doc/151516876/,7
Union of India - Act,2016,"Real Estate (Regulation And Development) Act, 2016",..\SCRAP\LAW\RealEstateRegulationAndDevelopmentAct2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/65068227/,1272
Union of India - Act,2016,"THE DENTISTS (AMENDMENT) ACT, 2016",..\SCRAP\LAW\THEDENTISTSAMENDMENTACT2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/87554693/,367
Union of India - Act,2016,"Insolvency And Bankruptcy Code, 2016",..\SCRAP\LAW\InsolvencyAndBankruptcyCode2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/119173698/,196
Union of India - Act,2016,"The Bureau Of Indian Standards Act, 2016",..\SCRAP\LAW\TheBureauOfIndianStandardsAct2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/190295254/,138
Union of India - Act,2016,"The Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services) Act, 2016",..\SCRAP\LAW\TheAadhaarTargetedDeliveryofFinancialandOtherSubsidiesBenefitsandServicesAct2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/103925960/,53
Union of India - Act,2016,"The Repealing and Amending Act, 2016",..\SCRAP\LAW\TheRepealingandAmendingAct2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/131351336/,57
Union of India - Act,2016,"The Compensatory Afforestation Fund Act, 2016",..\SCRAP\LAW\TheCompensatoryAfforestationFundAct2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/131892562/,44
Union of India - Act,2016,"The Anti-Hijacking Act, 2016",..\SCRAP\LAW\TheAnti-HijackingAct2016UnionofIndia-Act2016.md,https://indiankanoon.org/doc/153312260/,17
Union of India - Act,2017,"The Coinage Act, 2011",..\SCRAP\LAW\TheCoinageAct2011UnionofIndia-Act2017.md,https://indiankanoon.org/doc/54424454/,17847
Union of India - Act,2017,"The Central Goods and Services Tax Act, 2017",..\SCRAP\LAW\TheCentralGoodsandServicesTaxAct2017UnionofIndia-Act2017.md,https://indiankanoon.org/doc/95399496/,2992
Union of India - Act,2017,"The Insurance Act, 1938",..\SCRAP\LAW\TheInsuranceAct1938UnionofIndia-Act2017.md,https://indiankanoon.org/doc/1656199/,2577
Union of India - Act,2017,"The Defence of India Act, 1962",..\SCRAP\LAW\TheDefenceofIndiaAct1962UnionofIndia-Act2017.md,https://indiankanoon.org/doc/4890801/,2345
Union of India - Act,2017,"The Finance Act, 2017",..\SCRAP\LAW\TheFinanceAct2017UnionofIndia-Act2017.md,https://indiankanoon.org/doc/61349371/,1527
Union of India - Act,2017,"The Cigarettes And Other Tobacco Products (Prohibition Of Advertisement And Regulation Of Trade And Commerce, Production, Supply And Distribution) Act, 2003",..\SCRAP\LAW\TheCigarettesAndOtherTobaccoProductsProhibitionOfAdvertisementAndRegulationOfTradeAndCommerceProductionSupplyAndDistributionAct2003UnionofIndia-Act2017.md,https://indiankanoon.org/doc/765674/,1206
Union of India - Act,2017,"The Integrated Goods and Services Tax Act, 2017",..\SCRAP\LAW\TheIntegratedGoodsandServicesTaxAct2017UnionofIndia-Act2017.md,https://indiankanoon.org/doc/144165649/,508
Union of India - Act,2017,"The Clinical Establishments (Registration And Regulation) Act, 2010",..\SCRAP\LAW\TheClinicalEstablishmentsRegistrationAndRegulationAct2010UnionofIndia-Act2017.md,https://indiankanoon.org/doc/40268495/,436
Union of India - Act,2017,"The Private Security Agencies (Regulation) Act, 2005",..\SCRAP\LAW\ThePrivateSecurityAgenciesRegulationAct2005UnionofIndia-Act2017.md,https://indiankanoon.org/doc/1595530/,180
Constitution and Amendments,1951,"THE CONSTITUTION (FIRST AMENDMENT) ACT, 1951",..\SCRAP\LAW\THECONSTITUTIONFIRSTAMENDMENTACT1951ConstitutionandAmendments1951.md,https://indiankanoon.org/doc/136460171/,530
Constitution and Amendments,1953,"THE CONSTITUTION (SECOND AMENDMENT) ACT, 1952",..\SCRAP\LAW\THECONSTITUTIONSECONDAMENDMENTACT1952ConstitutionandAmendments1953.md,https://indiankanoon.org/doc/101807760/,15
Constitution and Amendments,1955,"THE CONSTITUTION (FOURTH AMENDMENT) ACT, 1955",..\SCRAP\LAW\THECONSTITUTIONFOURTHAMENDMENTACT1955ConstitutionandAmendments1955.md,https://indiankanoon.org/doc/70678966/,223
Constitution and Amendments,1955,"THE CONSTITUTION (THIRD AMENDMENT) ACT, 1954",..\SCRAP\LAW\THECONSTITUTIONTHIRDAMENDMENTACT1954ConstitutionandAmendments1955.md,https://indiankanoon.org/doc/175695088/,73
Constitution and Amendments,1955,"THE CONSTITUTION (FIFTH AMENDMENT) ACT, 1955",..\SCRAP\LAW\THECONSTITUTIONFIFTHAMENDMENTACT1955ConstitutionandAmendments1955.md,https://indiankanoon.org/doc/64319223/,18
Constitution and Amendments,1956,"THE CONSTITUTION (SEVENTH AMENDMENT) ACT, 1956",..\SCRAP\LAW\THECONSTITUTIONSEVENTHAMENDMENTACT1956ConstitutionandAmendments1956.md,https://indiankanoon.org/doc/156973329/,311
Constitution and Amendments,1956,"THE CONSTITUTION (SIXTH AMENDMENT) ACT, 1956",..\SCRAP\LAW\THECONSTITUTIONSIXTHAMENDMENTACT1956ConstitutionandAmendments1956.md,https://indiankanoon.org/doc/2292382/,164
Constitution and Amendments,1960,"THE CONSTITUTION (NINTH AMENDMENT) ACT, 1960",..\SCRAP\LAW\THECONSTITUTIONNINTHAMENDMENTACT1960ConstitutionandAmendments1960.md,https://indiankanoon.org/doc/119083581/,11
Constitution and Amendments,1960,"THE CONSTITUTION (EIGHTH AMENDMENT) ACT, 1959",..\SCRAP\LAW\THECONSTITUTIONEIGHTHAMENDMENTACT1959ConstitutionandAmendments1960.md,https://indiankanoon.org/doc/129506504/,6
Constitution and Amendments,1961,"THE CONSTITUTION (TWELFTH AMENDMENT) ACT, 1962",..\SCRAP\LAW\THECONSTITUTIONTWELFTHAMENDMENTACT1962ConstitutionandAmendments1961.md,https://indiankanoon.org/doc/140172642/,15
Constitution and Amendments,1961,"THE CONSTITUTION (TENTH AMENDMENT) ACT, 1961",..\SCRAP\LAW\THECONSTITUTIONTENTHAMENDMENTACT1961ConstitutionandAmendments1961.md,https://indiankanoon.org/doc/145898011/,6
Constitution and Amendments,1961,"THE CONSTITUTION (ELEVENTH AMENDMENT) ACT, 1961",..\SCRAP\LAW\THECONSTITUTIONELEVENTHAMENDMENTACT1961ConstitutionandAmendments1961.md,https://indiankanoon.org/doc/18369594/,3
Constitution and Amendments,1962,"THE CONSTITUTION (FOURTEENTH AMENDMENT) ACT, 1962",..\SCRAP\LAW\THECONSTITUTIONFOURTEENTHAMENDMENTACT1962ConstitutionandAmendments1962.md,https://indiankanoon.org/doc/188686132/,28
Constitution and Amendments,1962,"THE CONSTITUTION (THIRTEENTH AMENDMENT) ACT, 1962",..\SCRAP\LAW\THECONSTITUTIONTHIRTEENTHAMENDMENTACT1962ConstitutionandAmendments1962.md,https://indiankanoon.org/doc/12705274/,4
Constitution and Amendments,1963,"THE CONSTITUTION (FIFTEENTH AMENDMENT) ACT, 1963",..\SCRAP\LAW\THECONSTITUTIONFIFTEENTHAMENDMENTACT1963ConstitutionandAmendments1963.md,https://indiankanoon.org/doc/125710773/,140
Constitution and Amendments,1963,"THE CONSTITUTION (SIXTEENTH AMENDMENT) ACT, 1963",..\SCRAP\LAW\THECONSTITUTIONSIXTEENTHAMENDMENTACT1963ConstitutionandAmendments1963.md,https://indiankanoon.org/doc/193481063/,27
Constitution and Amendments,1964,"THE CONSTITUTION (SEVENTEENTH AMENDMENT) ACT, 1964",..\SCRAP\LAW\THECONSTITUTIONSEVENTEENTHAMENDMENTACT1964ConstitutionandAmendments1964.md,https://indiankanoon.org/doc/145607191/,92
Constitution and Amendments,1966,"THE CONSTITUTION (TWENTIETH AMENDMENT) ACT, 1966",..\SCRAP\LAW\THECONSTITUTIONTWENTIETHAMENDMENTACT1966ConstitutionandAmendments1966.md,https://indiankanoon.org/doc/62801390/,12
Constitution and Amendments,1966,"THE CONSTITUTION (NINETEENTH AMENDMENT) ACT, 1966",..\SCRAP\LAW\THECONSTITUTIONNINETEENTHAMENDMENTACT1966ConstitutionandAmendments1966.md,https://indiankanoon.org/doc/153635482/,4
Constitution and Amendments,1966,"THE CONSTITUTION (EIGHTEENTH AMENDMENT) ACT, 1966",..\SCRAP\LAW\THECONSTITUTIONEIGHTEENTHAMENDMENTACT1966ConstitutionandAmendments1966.md,https://indiankanoon.org/doc/24876084/,0
Constitution and Amendments,1967,"THE CONSTITUTION (TWENTY-FIRST AMENDMENT) ACT, 1967",..\SCRAP\LAW\THECONSTITUTIONTWENTY-FIRSTAMENDMENTACT1967ConstitutionandAmendments1967.md,https://indiankanoon.org/doc/103963369/,2
Constitution and Amendments,1969,"THE CONSTITUTION (TWENTY-SECOND AMENDMENT) ACT, 1969",..\SCRAP\LAW\THECONSTITUTIONTWENTY-SECONDAMENDMENTACT1969ConstitutionandAmendments1969.md,https://indiankanoon.org/doc/159664619/,4
Constitution and Amendments,1970,"THE CONSTITUTION (TWENTY-THREE AMENDMENT) ACT, 1969",..\SCRAP\LAW\THECONSTITUTIONTWENTY-THREEAMENDMENTACT1969ConstitutionandAmendments1970.md,https://indiankanoon.org/doc/14684718/,0
Constitution and Amendments,1971,"THE CONSTITUTION (TWENTY-SIXTH AMENDMENT) ACT, 1971",..\SCRAP\LAW\THECONSTITUTIONTWENTY-SIXTHAMENDMENTACT1971ConstitutionandAmendments1971.md,https://indiankanoon.org/doc/85609983/,47
Constitution and Amendments,1971,"THE CONSTITUTION (TWENTY-FOURTH AMENDMENT) ACT, 1971",..\SCRAP\LAW\THECONSTITUTIONTWENTY-FOURTHAMENDMENTACT1971ConstitutionandAmendments1971.md,https://indiankanoon.org/doc/145156929/,17
Constitution and Amendments,1971,"THE CONSTITUTION (TWENTY-SEVENTH AMENDMENT) ACT, 1971",..\SCRAP\LAW\THECONSTITUTIONTWENTY-SEVENTHAMENDMENTACT1971ConstitutionandAmendments1971.md,https://indiankanoon.org/doc/105203987/,0
Constitution and Amendments,1972,"THE CONSTITUTION (TWENTY-FIFTH AMENDMENT) ACT, 1971",..\SCRAP\LAW\THECONSTITUTIONTWENTY-FIFTHAMENDMENTACT1971ConstitutionandAmendments1972.md,https://indiankanoon.org/doc/178639868/,48
Constitution and Amendments,1972,"THE CONSTITUTION (TWENTY-NINTH AMENDMENT) ACT, 1972",..\SCRAP\LAW\THECONSTITUTIONTWENTY-NINTHAMENDMENTACT1972ConstitutionandAmendments1972.md,https://indiankanoon.org/doc/85313366/,20
Constitution and Amendments,1972,"THE CONSTITUTION (TWENTY-EIGHTH AMENDMENT) ACT, 1972",..\SCRAP\LAW\THECONSTITUTIONTWENTY-EIGHTHAMENDMENTACT1972ConstitutionandAmendments1972.md,https://indiankanoon.org/doc/92479075/,1
